SRR8287990,WGS,200,33779011200,SAMN10524912,13993217601,UNIVERSITY OF CALIFORNIA IRVINE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5102697,Illumina HiSeq 4000,BW_1,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2019-10-01T00:00:00Z,Peromyscus maniculatus bairdii,SRP172773,PRJNA508550,Model organism or animal,male,bairdii,liver,Adult,,,,BW Stock,
SRR452715,WGS,483,244592037,SAMN00848614,592665389,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134949,454 GS FLX Titanium,4WG_PMAN.00_001pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452716,WGS,430,258662168,SAMN00848614,648166567,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134989,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452717,WGS,435,246072078,SAMN00848614,619688589,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134989,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452718,WGS,446,315655191,SAMN00848614,775194932,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452719,WGS,447,308512790,SAMN00848614,752870976,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452720,WGS,441,249716489,SAMN00848614,624024267,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452721,WGS,443,243920349,SAMN00848614,616521488,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452722,WGS,450,244919648,SAMN00848614,605902403,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452723,WGS,450,233170646,SAMN00848614,585716431,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452724,WGS,438,237135861,SAMN00848614,588334759,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452725,WGS,439,226346025,SAMN00848614,571010720,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452726,WGS,448,262211679,SAMN00848614,640391818,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452727,WGS,449,245853043,SAMN00848614,625662641,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452728,WGS,452,239065478,SAMN00848614,589755241,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452729,WGS,464,232093669,SAMN00848614,572767402,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452730,WGS,454,272188388,SAMN00848614,668173357,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452731,WGS,446,271230395,SAMN00848614,674604122,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452732,WGS,392,245698411,SAMN00848614,642019276,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452733,WGS,441,271892309,SAMN00848614,674989704,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452734,WGS,438,272617028,SAMN00848614,668402427,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452735,WGS,443,246827650,SAMN00848614,616283138,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452736,WGS,448,295698019,SAMN00848614,731398231,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452737,WGS,447,279651647,SAMN00848614,700133951,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452738,WGS,461,308244341,SAMN00848614,742930426,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134945,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452739,WGS,458,287294478,SAMN00848614,698292638,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134945,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452740,WGS,449,286082358,SAMN00848614,704366899,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452741,WGS,451,275761063,SAMN00848614,682016833,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452742,WGS,401,34590285,SAMN00848614,89516838,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452743,WGS,410,95493930,SAMN00848614,240847038,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452744,WGS,462,270468575,SAMN00848614,682745973,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452745,WGS,477,256580160,SAMN00848614,640702359,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452746,WGS,468,262480057,SAMN00848614,654774720,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452747,WGS,474,280297853,SAMN00848614,689808329,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452748,WGS,466,225078711,SAMN00848614,547035104,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134960,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452749,WGS,466,244350502,SAMN00848614,597357081,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134960,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452750,WGS,487,272716789,SAMN00848614,672106968,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452751,WGS,460,327760140,SAMN00848614,815094379,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134978,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452752,WGS,428,270373675,SAMN00848614,672839965,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134989,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452753,WGS,450,234331931,SAMN00848614,570333303,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452754,WGS,451,219457937,SAMN00848614,535926070,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452755,WGS,421,268165738,SAMN00848614,666062961,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134950,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452756,WGS,422,245094429,SAMN00848614,614159577,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134950,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452757,WGS,432,276025005,SAMN00848614,683797355,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134950,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452758,WGS,430,246319049,SAMN00848614,614079989,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134950,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452759,WGS,443,284314547,SAMN00848614,709620030,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134959,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452760,WGS,455,241055822,SAMN00848614,595483518,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452761,WGS,458,227462673,SAMN00848614,565583435,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452762,WGS,456,292743828,SAMN00848614,713566142,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452763,WGS,456,291560523,SAMN00848614,718048633,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452764,WGS,436,262895718,SAMN00848614,652099041,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134959,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452765,WGS,441,258389692,SAMN00848614,646530335,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134959,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452766,WGS,382,235640757,SAMN00848614,625469304,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452767,WGS,382,226956529,SAMN00848614,606357688,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452768,WGS,450,298490253,SAMN00848614,743985230,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452769,WGS,452,277295330,SAMN00848614,696907472,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452770,WGS,437,300139343,SAMN00848614,742163441,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452771,WGS,438,276045335,SAMN00848614,688464839,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452772,WGS,469,294633421,SAMN00848614,728485456,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452773,WGS,467,269346125,SAMN00848614,667627981,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452774,WGS,466,241060018,SAMN00848614,580774969,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134945,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452775,WGS,467,240315443,SAMN00848614,582048939,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134945,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452776,WGS,435,288106754,SAMN00848614,708911915,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134950,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452777,WGS,437,253304786,SAMN00848614,634334082,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134950,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452778,WGS,457,221021693,SAMN00848614,535276224,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452779,WGS,441,221276268,SAMN00848614,552601964,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452780,WGS,496,339635432,SAMN00848614,824896733,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134978,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452781,WGS,492,304543823,SAMN00848614,742663945,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134978,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452782,WGS,431,247718337,SAMN00848614,621257534,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134950,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452783,WGS,430,226302730,SAMN00848614,577144029,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134950,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452784,WGS,466,196774505,SAMN00848614,474927158,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134960,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452785,WGS,464,202163996,SAMN00848614,491776765,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134960,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452786,WGS,442,222359246,SAMN00848614,554361792,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452787,WGS,444,201496107,SAMN00848614,511092043,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
