SRR1970797,WGS,PRJNA280802,SAMN03466619,UNIVERSITY OF POTSDAM,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX992579,Illumina HiSeq 2000,LPA_placenta--SG,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-04-10T00:00:00Z,LPA_placenta,SRP057047,,,,,,,,,,,,200,392390800,252808424,,,,,not collected,J.Fickel,Model organism or animal,NA,not collected,tissue (placenta)
ERR1653744,WGS,PRJEB15462,SAMEA4461136,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,ncbi,ena,s3","s3.us-east-1,gs.US,ncbi.public,ena",ERX1724060,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461136,ERP017222,C30-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360315,ERS1360315,Lynx pardinus whole mitogenome,98,185880,198885,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653745,WGS,PRJEB15462,SAMEA4461137,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724061,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461137,ERP017222,C37-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360316,ERS1360316,Lynx pardinus whole mitogenome,114,324551,284815,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653746,WGS,PRJEB15462,SAMEA4461138,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",ERX1724062,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461138,ERP017222,C39,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360317,ERS1360317,Lynx pardinus whole mitogenome,53,686628,451695,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653747,WGS,PRJEB15462,SAMEA4461139,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,s3,ena,gs","ncbi.public,s3.us-east-1,ena,gs.US",ERX1724063,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461139,ERP017222,C44-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360318,ERS1360318,Lynx pardinus whole mitogenome,70,63044,116265,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653748,WGS,PRJEB15462,SAMEA4461140,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,ncbi,gs","ena,s3.us-east-1,gs.US,ncbi.public",ERX1724064,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461140,ERP017222,C45-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360319,ERS1360319,Lynx pardinus whole mitogenome,52,252272,178206,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653749,WGS,PRJEB15462,SAMEA4461141,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,s3,ena,gs","ena,s3.us-east-1,gs.US,ncbi.public",ERX1724065,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461141,ERP017222,C46,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360320,ERS1360320,Lynx pardinus whole mitogenome,51,219624,210270,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653750,WGS,PRJEB15462,SAMEA4461142,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,ena,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERX1724066,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461142,ERP017222,C47,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360321,ERS1360321,Lynx pardinus whole mitogenome,58,284514,248674,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653751,WGS,PRJEB15462,SAMEA4461143,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,s3,ena,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",ERX1724067,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461143,ERP017222,C48-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360322,ERS1360322,Lynx pardinus whole mitogenome,92,148408,178421,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653752,WGS,PRJEB15462,SAMEA4461144,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ncbi,s3,ena","s3.us-east-1,gs.US,ncbi.public,ena",ERX1724068,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461144,ERP017222,C49-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360323,ERS1360323,Lynx pardinus whole mitogenome,95,149288,180618,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653753,WGS,PRJEB15462,SAMEA4461145,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724069,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461145,ERP017222,C51-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360324,ERS1360324,Lynx pardinus whole mitogenome,55,449939,248467,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653754,WGS,PRJEB15462,SAMEA4461146,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,gs,s3,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",ERX1724070,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461146,ERP017222,C52-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360325,ERS1360325,Lynx pardinus whole mitogenome,52,387667,227664,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653755,WGS,PRJEB15462,SAMEA4461147,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,ncbi,s3,gs","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724071,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461147,ERP017222,C53,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360326,ERS1360326,Lynx pardinus whole mitogenome,53,327959,250753,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653756,WGS,PRJEB15462,SAMEA4461148,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,ncbi,gs,ena","ena,s3.us-east-1,ncbi.public,gs.US",ERX1724072,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461148,ERP017222,C54,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360327,ERS1360327,Lynx pardinus whole mitogenome,67,288800,242709,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653757,WGS,PRJEB15462,SAMEA4461149,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,gs,ena,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",ERX1724073,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461149,ERP017222,C7-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360328,ERS1360328,Lynx pardinus whole mitogenome,65,602129,328375,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653758,WGS,PRJEB15462,SAMEA4461150,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,gs,s3,ena","s3.us-east-1,gs.US,ncbi.public,ena",ERX1724074,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461150,ERP017222,C8-POR,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360329,ERS1360329,Lynx pardinus whole mitogenome,79,489416,263519,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653759,WGS,PRJEB15462,SAMEA4461151,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,gs,ncbi,ena","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724075,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461151,ERP017222,C9,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360330,ERS1360330,Lynx pardinus whole mitogenome,58,335568,278480,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653760,WGS,PRJEB15462,SAMEA4461152,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724076,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461152,ERP017222,CA1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360331,ERS1360331,Lynx pardinus whole mitogenome,62,369005,218906,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653761,WGS,PRJEB15462,SAMEA4461153,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,ncbi,ena,gs","ena,ncbi.public,gs.US,s3.us-east-1",ERX1724077,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461153,ERP017222,CA-A10-8-UE3,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360332,ERS1360332,Lynx pardinus whole mitogenome,77,1009,81984,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653762,WGS,PRJEB15462,SAMEA4461154,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,ncbi,gs","ncbi.public,ena,gs.US,s3.us-east-1",ERX1724078,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461154,ERP017222,CASTELLON-DE-GOBANTES-BAJO-MURO-1-DRENTO-CABANA-2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360333,ERS1360333,Lynx pardinus whole mitogenome,70,4109,87630,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653763,WGS,PRJEB15462,SAMEA4461155,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ncbi,s3,ena","ncbi.public,gs.US,s3.us-east-1,ena",ERX1724079,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461155,ERP017222,CC-06-DI6-C15-SCI-874-C-CENDRES,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360334,ERS1360334,Lynx pardinus whole mitogenome,69,143391,165924,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653764,WGS,PRJEB15462,SAMEA4461156,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,s3,gs,ena","ena,gs.US,s3.us-east-1,ncbi.public",ERX1724080,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461156,ERP017222,CO1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360335,ERS1360335,Lynx pardinus whole mitogenome,64,925938,422747,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653765,WGS,PRJEB15462,SAMEA4461157,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,ncbi,ena,s3","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724081,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461157,ERP017222,COVACHO361A,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360336,ERS1360336,Lynx pardinus whole mitogenome,67,19738,95299,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653766,WGS,PRJEB15462,SAMEA4461158,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,ena,gs,s3","ena,s3.us-east-1,gs.US,ncbi.public",ERX1724082,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461158,ERP017222,C-placa1-hist,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360337,ERS1360337,Lynx pardinus whole mitogenome,90,272,85267,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653767,WGS,PRJEB15462,SAMEA4461159,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,s3,ena,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",ERX1724083,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461159,ERP017222,C-placa2-hist,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360338,ERS1360338,Lynx pardinus whole mitogenome,115,4272,87813,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653768,WGS,PRJEB15462,SAMEA4461160,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,ena,gs,s3","s3.us-east-1,gs.US,ncbi.public,ena",ERX1724084,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461160,ERP017222,CR1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360339,ERS1360339,Lynx pardinus whole mitogenome,111,288886,269310,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653769,WGS,PRJEB15462,SAMEA4461161,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,ncbi,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERX1724085,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461161,ERP017222,CR2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360340,ERS1360340,Lynx pardinus whole mitogenome,54,618525,310200,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653770,WGS,PRJEB15462,SAMEA4461162,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,ena,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724086,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461162,ERP017222,CR3,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360341,ERS1360341,Lynx pardinus whole mitogenome,121,24363,103403,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653771,WGS,PRJEB15462,SAMEA4461163,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,ena,s3,gs","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724087,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461163,ERP017222,CR4,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360342,ERS1360342,Lynx pardinus whole mitogenome,117,107508,154535,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653772,WGS,PRJEB15462,SAMEA4461164,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,gs,ncbi,s3","s3.us-east-1,ena,gs.US,ncbi.public",ERX1724088,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461164,ERP017222,CR5,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360343,ERS1360343,Lynx pardinus whole mitogenome,97,560150,296727,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653773,WGS,PRJEB15462,SAMEA4461165,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,ena,s3,gs","s3.us-east-1,gs.US,ena,ncbi.public",ERX1724089,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461165,ERP017222,CUEVA-PASTORA-SIERRA-DE-BAZA-GRANADA-DIENTE,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360344,ERS1360344,Lynx pardinus whole mitogenome,71,314091,268981,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653774,WGS,PRJEB15462,SAMEA4461166,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,ena,s3,gs","gs.US,ena,ncbi.public,s3.us-east-1",ERX1724090,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461166,ERP017222,CZ3,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360345,ERS1360345,Lynx pardinus whole mitogenome,50,386736,232173,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653775,WGS,PRJEB15462,SAMEA4461167,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,s3,ncbi,ena","ncbi.public,gs.US,s3.us-east-1,ena",ERX1724091,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461167,ERP017222,EBD1372,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360346,ERS1360346,Lynx pardinus whole mitogenome,69,965102,431365,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653776,WGS,PRJEB15462,SAMEA4461168,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERX1724092,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461168,ERP017222,EBD1374,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360347,ERS1360347,Lynx pardinus whole mitogenome,79,1501,87614,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653777,WGS,PRJEB15462,SAMEA4461169,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,s3,gs,ena","s3.us-east-1,gs.US,ncbi.public,ena",ERX1724093,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461169,ERP017222,EBD1376,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360348,ERS1360348,Lynx pardinus whole mitogenome,127,765,87146,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653778,WGS,PRJEB15462,SAMEA4461170,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,ena,gs,s3","s3.us-east-1,ncbi.public,ena,gs.US",ERX1724094,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461170,ERP017222,EBD1382,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360349,ERS1360349,Lynx pardinus whole mitogenome,98,30284,102389,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653779,WGS,PRJEB15462,SAMEA4461171,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,ncbi,gs,ena","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724095,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461171,ERP017222,EBD1383,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360350,ERS1360350,Lynx pardinus whole mitogenome,99,47596,118573,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653780,WGS,PRJEB15462,SAMEA4461172,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,ncbi,gs","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724096,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461172,ERP017222,EBD1384,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:44Z,public,ERS1360351,ERS1360351,Lynx pardinus whole mitogenome,89,371560,213032,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653781,WGS,PRJEB15462,SAMEA4461173,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,s3,gs,ena","ena,s3.us-east-1,ncbi.public,gs.US",ERX1724097,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461173,ERP017222,EBD1386,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360352,ERS1360352,Lynx pardinus whole mitogenome,120,23389,103328,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653783,WGS,PRJEB15462,SAMEA4461175,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,s3,ena,gs","ncbi.public,s3.us-east-1,gs.US,ena",ERX1724099,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461175,ERP017222,EBD1398,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360354,ERS1360354,Lynx pardinus whole mitogenome,68,83165,130193,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653784,WGS,PRJEB15462,SAMEA4461176,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",ERX1724100,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461176,ERP017222,EBD1403,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360355,ERS1360355,Lynx pardinus whole mitogenome,73,105566,135460,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
